"Instructions: for each of the following Facebook image files (column A), complete the following questions using the provided annotation scheme.   ","Check the box corresponding to each question for a 'Yes' response, and leave the box unchecked for a 'No' response.",,,,
facebook_dataset_houses_Sean Patrick Maloney _time1_452.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sean Patrick Maloney _time1_459.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sean Patrick Maloney _time1_308.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sean Patrick Maloney _time1_477.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_mobile1_278.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_time1_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_mobile1_315.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_mobile1_236.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_mobile1_261.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_mobile1_193.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Hall_time1_19.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time2_76.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time2_75.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time2_96.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time1_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time1_147.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Seth Moulton_time2_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_48.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_175.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shawna Roberts_mobile1_11.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_381.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_333.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_386.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_334.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_379.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_332.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sheila Jackson Lee_time1_273.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time1_465.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time2_99.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time2_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time2_100.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time1_487.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time2_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sheldon Whitehouse_time1_390.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_mobile2_28.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_time2_23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_mobile1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_time2_51.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_time1_74.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_mobile1_132.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Sherrod Brown_time1_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_mobile1_54.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_time1_97.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_time1_92.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_time1_84.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_mobile1_82.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_mobile1_75.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shireen Ghorbani_time1_90.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shirley McKellar_time1_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shirley McKellar_time1_4.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shirley McKellar_time1_5.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shirley McKellar_mobile1_56.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Shirley McKellar_time1_2.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_192.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_195.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_284.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_210.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_227.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_235.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sri Preston Kulkarni_time1_238.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_211.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_378.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_147.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_191.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stacey Abrams_time1_192.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_time1_369.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_mobile1_143.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_time1_317.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_time1_493.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_time1_321.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_time1_316.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steny Hoyer_mobile1_142.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_mobile1_378.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_mobile1_689.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_mobile1_698.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_time1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_time1_26.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_time1_21.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephanie Murphy_time1_50.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_92.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_117.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_78.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_mobile1_113.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_111.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_122.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephany Rose Spualding_time1_99.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_mobile1_136.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_time1_400.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_time1_414.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_mobile1_105.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_mobile1_100.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_time1_343.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Stephen Bullock_mobile1_111.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_mobile1_512.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_time2_16.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_time2_17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_time2_14.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_time2_7.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_mobile1_523.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Stephen Lynch_mobile1_516.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_65.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_47.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_43.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_46.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steve Cohen_time2_64.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_706.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_520.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_607.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_581.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_306.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_331.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Steve Sisolak_time1_455.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_138.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_53.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_149.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_154.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_mobile1_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Horsford_time1_97.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_9.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_0.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_7.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_8.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_mobile1_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Steven Lamar Foster_time1_0.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_time1_268.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_time1_145.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_time1_192.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_mobile1_15.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_mobile1_10.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_time1_227.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Davis_mobile1_18.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_219.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_125.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_163.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _mobile1_44.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_209.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Moran Palmer _time1_81.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_30.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_191.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_286.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_mobile1_45.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_196.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susan Wild_time1_147.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_74.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_82.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_526.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_407.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_540.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_548.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Susie Lee _time1_550.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time2_69.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_mobile1_400.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time2_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time1_103.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time2_48.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time2_51.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzan DelBene_time2_40.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_236.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_177.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_mobile1_45.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_247.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_158.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_237.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Suzanne Bonamici_time2_244.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_83.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_331.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_234.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_211.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_380.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_258.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Sylvia Garcia_time1_39.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_mobile1_113.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_254.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_199.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_230.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_51.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_103.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_TJ Cox_time1_104.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_241.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_242.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_238.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_296.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_306.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_time1_289.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Isner_mobile1_362.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_mobile1_216.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_time1_10.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_time1_3.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_mobile1_115.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_mobile1_231.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_mobile1_149.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tabitha Johnson-Green_mobile1_156.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_89.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_mobile1_15.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_93.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_77.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Talley Sergent_time1_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time2_114.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time2_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time1_47.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time2_200.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time2_122.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_mobile1_46.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Baldwin_time1_49.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_234.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_247.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_237.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_184.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_186.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_251.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Tammy Duckworth_time1_183.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_mobile1_302.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_time1_247.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_mobile1_239.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_time1_216.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_mobile1_157.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_time1_66.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tammy Savoie_time1_23.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_mobile1_570.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_mobile1_472.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_mobile1_446.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_time1_132.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_time1_61.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_time1_58.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Tatiana Matta_mobile1_613.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_mobile1_243.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_mobile1_215.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_mobile2_40.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_time1_23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_mobile1_193.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_time1_25.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Deutch_time1_24.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_274.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_time1_3.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_238.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_230.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_188.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_171.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ted Lieu_mobile2_172.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
